name,seat_no,party,symbol,alliance,seat,district,division
মোঃ আসাদুল হক,36,Bangladesh Congress,ডাব,,Bogra-1,Bogra,Rajshahi
কাজী রফিকুল ইসলাম,36,BNP,ধানের শীষ,BNP,Bogra-1,Bogra,Rajshahi
মোঃ ‌জুলফিকার আলী,36,Gano Forum,উদীয়মান সূর্য,,Bogra-1,Bogra,Rajshahi
এ বি এম মোস্তফা কামাল পাশা,36,Islami Andolan Bangladesh,হাতপাখা,IAB,Bogra-1,Bogra,Rajshahi
মোঃ শাহাবুদ্দিন,36,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Bogra-1,Bogra,Rajshahi
মীর শাহে আলম,37,BNP,ধানের শীষ,BNP,Bogra-2,Bogra,Rajshahi
মোঃ সেলিম সরকার,37,GOP (Nuru),ট্রাক,,Bogra-2,Bogra,Rajshahi
মোঃ রেজাউল করিম তালু,37,Independent,সিড়ি,,Bogra-2,Bogra,Rajshahi
মোঃ জামাল উদ্দীন,37,Islami Andolan Bangladesh,হাতপাখা,IAB,Bogra-2,Bogra,Rajshahi
আবুল আজাদ মোহাম্মদ শাহাদুজ্জামান,37,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Bogra-2,Bogra,Rajshahi
শরিফুল ইসলাম জিন্নাহ,37,JaPa,লাঙ্গল,JaPa,Bogra-2,Bogra,Rajshahi
মাহমুদুর রহমান মান্না,37,Nagorik Oikko,কেটলি,BNP,Bogra-2,Bogra,Rajshahi
মোঃ আব্দুল মহিত তালুকদার,38,BNP,ধানের শীষ,BNP,Bogra-3,Bogra,Rajshahi
মোঃ শাহজাহান আলী তালুকদার,38,Islami Andolan Bangladesh,হাতপাখা,IAB,Bogra-3,Bogra,Rajshahi
নূর মোহাম্মদ,38,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Bogra-3,Bogra,Rajshahi
মোঃ শাহিনুল ইসলাম,38,JaPa,লাঙ্গল,JaPa,Bogra-3,Bogra,Rajshahi
মোঃ মোশারফ হোসেন,39,BNP,ধানের শীষ,BNP,Bogra-4,Bogra,Rajshahi
মুহাঃ ইদ্রিস আলী,39,Islami Andolan Bangladesh,হাতপাখা,IAB,Bogra-4,Bogra,Rajshahi
মোঃ মোস্তফা ফয়সাল,39,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Bogra-4,Bogra,Rajshahi
শাহিন মোস্তফা কামাল,39,JaPa,লাঙ্গল,JaPa,Bogra-4,Bogra,Rajshahi
শাহীন মোস্তফা কামাল,39,JP (Manju),লাঙ্গল,,Bogra-4,Bogra,Rajshahi
গোলাম মোহাম্মদ সিরাজ,40,BNP,ধানের শীষ,BNP,Bogra-5,Bogra,Rajshahi
শিপন কুমার রবিদাস,40,CPB,কাস্তে,,Bogra-5,Bogra,Rajshahi
মীর মোঃ মাহমুদুর রহমান,40,Islami Andolan Bangladesh,হাতপাখা,IAB,Bogra-5,Bogra,Rajshahi
মোঃ দবিবুর রহমান,40,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Bogra-5,Bogra,Rajshahi
খান কুদরত-ই- সাকলায়েন,40,LDP,ছাতা,,Bogra-5,Bogra,Rajshahi
দিলরুবা,41,BaSaD,মই,,Bogra-6,Bogra,Rajshahi
তারেক রহমান,41,BNP,ধানের শীষ,BNP,Bogra-6,Bogra,Rajshahi
আবু নুমান মোঃ মামুনুর রশিদ,41,Islami Andolan Bangladesh,হাতপাখা,IAB,Bogra-6,Bogra,Rajshahi
মোঃ আবিদুর রহমান,41,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Bogra-6,Bogra,Rajshahi
আবদুল্লাহ-আল-ওয়াকি,41,JSD,তারা,,Bogra-6,Bogra,Rajshahi
মোঃ আনছার আলী,42,Bangladesh Muslim League,হারিকেন,,Bogra-7,Bogra,Rajshahi
মোরশেদ মিলটন,42,BNP,ধানের শীষ,BNP,Bogra-7,Bogra,Rajshahi
মোঃ শফিকুল ইসলাম,42,Islami Andolan Bangladesh,হাতপাখা,IAB,Bogra-7,Bogra,Rajshahi
মোঃ গোলাম রব্বানী,42,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Bogra-7,Bogra,Rajshahi
নবাব মোঃ শামসুল হোদা,43,Bangladesh Islami Front,মোমবাতি,,Chapai Nawabganj-1,Chapai Nawabganj,Rajshahi
মোঃ শাহ্‌জাহান মিঞা,43,BNP,ধানের শীষ,BNP,Chapai Nawabganj-1,Chapai Nawabganj,Rajshahi
মোঃ মনিরুল ইসলাম,43,Islami Andolan Bangladesh,হাতপাখা,IAB,Chapai Nawabganj-1,Chapai Nawabganj,Rajshahi
মোঃ কেরামত আলী,43,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chapai Nawabganj-1,Chapai Nawabganj,Rajshahi
মোহাঃ আফজাল হোসেন,43,JaPa,লাঙ্গল,JaPa,Chapai Nawabganj-1,Chapai Nawabganj,Rajshahi
মোঃ আমিনুল ইসলাম,44,BNP,ধানের শীষ,BNP,Chapai Nawabganj-2,Chapai Nawabganj,Rajshahi
মোঃ সাদেকুল ইসলাম,44,CPB,কাস্তে,,Chapai Nawabganj-2,Chapai Nawabganj,Rajshahi
ডা. ইব্রাহীম খলীল,44,Islami Andolan Bangladesh,হাতপাখা,IAB,Chapai Nawabganj-2,Chapai Nawabganj,Rajshahi
মুঃ মিজানুর রহমান,44,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chapai Nawabganj-2,Chapai Nawabganj,Rajshahi
মোহাম্মদ খুরশিদ আলম,44,JaPa,লাঙ্গল,JaPa,Chapai Nawabganj-2,Chapai Nawabganj,Rajshahi
মোঃ হারুনুর রশীদ,45,BNP,ধানের শীষ,BNP,Chapai Nawabganj-3,Chapai Nawabganj,Rajshahi
মোঃ শফিকুল ইসলাম,45,GOP (Nuru),ট্রাক,,Chapai Nawabganj-3,Chapai Nawabganj,Rajshahi
মোঃ মনিরুল ইসলাম,45,Islami Andolan Bangladesh,হাতপাখা,IAB,Chapai Nawabganj-3,Chapai Nawabganj,Rajshahi
মোঃ নূরুল ইসলাম,45,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chapai Nawabganj-3,Chapai Nawabganj,Rajshahi
মোঃ ফজলুর ইসলাম খাঁন,45,JSD,তারা,,Chapai Nawabganj-3,Chapai Nawabganj,Rajshahi
মোঃ মোস্তাফিজুর রহমান,46,BNP,ধানের শীষ,BNP,Naogaon-1,Naogaon,Rajshahi
মোঃ ছালেক চৌধুরী,46,Independent,মোটর সাইকেল,,Naogaon-1,Naogaon,Rajshahi
মাও. আব্দুল হক শাহ,46,Islami Andolan Bangladesh,হাতপাখা,IAB,Naogaon-1,Naogaon,Rajshahi
মোহাঃ মাহবুবুল আলম,46,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Naogaon-1,Naogaon,Rajshahi
মোঃ আকবর আলী,46,JaPa,লাঙ্গল,JaPa,Naogaon-1,Naogaon,Rajshahi
মোঃ মতিবুল ইসলাম,47,AB Party,ঈগল,,Naogaon-2,Naogaon,Rajshahi
মোঃ সামসুজ্জোহা খান,47,BNP,ধানের শীষ,BNP,Naogaon-2,Naogaon,Rajshahi
মোঃ এনামুল হক,47,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Naogaon-2,Naogaon,Rajshahi
কালিপদ সরকার,48,BaSaD,মই,,Naogaon-3,Naogaon,Rajshahi
আব্দুল্লাহ আল-মামুন সৈকত,48,BNF,টেলিভিশন,,Naogaon-3,Naogaon,Rajshahi
মোঃ ফজলে হুদা,48,BNP,ধানের শীষ,BNP,Naogaon-3,Naogaon,Rajshahi
পারভেজ আরেফিন সিদ্দিকি,48,Independent,কলস,,Naogaon-3,Naogaon,Rajshahi
মোঃ সাদ্দাম হোসেন,48,Independent,জাহাজ,,Naogaon-3,Naogaon,Rajshahi
নাসির বিন আছগর,48,Islami Andolan Bangladesh,হাতপাখা,IAB,Naogaon-3,Naogaon,Rajshahi
মোঃ মাহফুজুর রহমান,48,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Naogaon-3,Naogaon,Rajshahi
মোহাম্মদ মাসুদ রানা,48,JaPa,লাঙ্গল,JaPa,Naogaon-3,Naogaon,Rajshahi
মোঃ মাসুদ রানা,48,JP (Manju),লাঙ্গল,,Naogaon-3,Naogaon,Rajshahi
ইকরামুল বারী টিপু,49,BNP,ধানের শীষ,BNP,Naogaon-4,Naogaon,Rajshahi
ডাঃ এস এম ফজলুর রহমান,49,CPB,কাস্তে,,Naogaon-4,Naogaon,Rajshahi
মোসাঃ আরফানা বেগম,49,Independent,কলস,,Naogaon-4,Naogaon,Rajshahi
সোহরাব হোসাইন,49,Islami Andolan Bangladesh,হাতপাখা,IAB,Naogaon-4,Naogaon,Rajshahi
মোঃ আব্দু্র রাকিব,49,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Naogaon-4,Naogaon,Rajshahi
মোঃ আলতাফ হোসেন,49,JaPa,লাঙ্গল,JaPa,Naogaon-4,Naogaon,Rajshahi
মোঃ জাহিদুল ইসলাম ধলু,50,BNP,ধানের শীষ,BNP,Naogaon-5,Naogaon,Rajshahi
শফিকুল ইসলাম,50,CPB,কাস্তে,,Naogaon-5,Naogaon,Rajshahi
মোঃ আব্দুর রহমান,50,Islami Andolan Bangladesh,হাতপাখা,IAB,Naogaon-5,Naogaon,Rajshahi
আবু সাদাত মোঃ সায়েম,50,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Naogaon-5,Naogaon,Rajshahi
মোহাম্মদ আনোয়ার হোসেন,50,JaPa,লাঙ্গল,JaPa,Naogaon-5,Naogaon,Rajshahi
মোঃ আনোয়ার হোসেন,50,JP (Manju),লাঙ্গল,,Naogaon-5,Naogaon,Rajshahi
শেখ মোঃ রেজাউল ইসলাম,51,BNP,ধানের শীষ,BNP,Naogaon-6,Naogaon,Rajshahi
আতিকুর রহমান রতন মোল্লা,51,BRP,হাতি,,Naogaon-6,Naogaon,Rajshahi
আলমগীর কবির,51,Independent,মোটর সাইকেল,,Naogaon-6,Naogaon,Rajshahi
মোঃ রফিকুল ইসলাম,51,Islami Andolan Bangladesh,হাতপাখা,IAB,Naogaon-6,Naogaon,Rajshahi
মোঃ খবিরুল ইসলাম,51,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Naogaon-6,Naogaon,Rajshahi
মোঃ আব্দুর রহমান,52,AB Party,ঈগল,,Rajshahi-1,Rajshahi,Rajshahi
মোঃ শরীফ উদ্দীন,52,BNP,ধানের শীষ,BNP,Rajshahi-1,Rajshahi,Rajshahi
মির মোঃ শাহজাহান,52,GOP (Nuru),ট্রাক,,Rajshahi-1,Rajshahi,Rajshahi
মোঃ আল-সাআদ,52,Independent,মোবাইল ফোন,,Rajshahi-1,Rajshahi,Rajshahi
মোঃ মুজিবুর রহমান,52,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Rajshahi-1,Rajshahi,Rajshahi
মুঃ সাঈদ নোমান,53,AB Party,ঈগল,,Rajshahi-2,Rajshahi,Rajshahi
মোঃ মেজবাউল ইসলাম,53,Bangladesh Labor Party,আনারস,,Rajshahi-2,Rajshahi,Rajshahi
মোঃ মিজানুর রহমান মিনু,53,BNP,ধানের শীষ,BNP,Rajshahi-2,Rajshahi,Rajshahi
সালেহ আহমেদ,53,Independent,মোটর সাইকেল,,Rajshahi-2,Rajshahi,Rajshahi
মো. ফজলুল করীম,53,Islami Andolan Bangladesh,হাতপাখা,IAB,Rajshahi-2,Rajshahi,Rajshahi
মোহাম্মদ জাহাঙ্গীর,53,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Rajshahi-2,Rajshahi,Rajshahi
মোহাম্মদ সামছুল আলম,53,Nagorik Oikko,কেটলি,,Rajshahi-2,Rajshahi,Rajshahi
মোঃ সাইদ পরভেজ,54,Amjanatar Dol,প্রজাপতি,,Rajshahi-3,Rajshahi,Rajshahi
মোহাম্মদ শফিকুল হক মিলন,54,BNP,ধানের শীষ,BNP,Rajshahi-3,Rajshahi,Rajshahi
মোঃ ফজলুর রহমান,54,Islami Andolan Bangladesh,হাতপাখা,IAB,Rajshahi-3,Rajshahi,Rajshahi
মোঃ আবুল কালাম আজাদ,54,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Rajshahi-3,Rajshahi,Rajshahi
মোঃ আফজাল হোসেন,54,JaPa,লাঙ্গল,JaPa,Rajshahi-3,Rajshahi,Rajshahi
ডি এম  ডি জিয়াউর রহমান,55,BNP,ধানের শীষ,BNP,Rajshahi-4,Rajshahi,Rajshahi
মোঃ তাজুল ইসলাম খান,55,Islami Andolan Bangladesh,হাতপাখা,IAB,Rajshahi-4,Rajshahi,Rajshahi
মোঃ আব্দুল বারী সরদার,55,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Rajshahi-4,Rajshahi,Rajshahi
মোহাম্মদ ফজলুল হক,55,JaPa,লাঙ্গল,JaPa,Rajshahi-4,Rajshahi,Rajshahi
অধ্যাপক নজরুল ইসলাম,56,BNP,ধানের শীষ,BNP,Rajshahi-5,Rajshahi,Rajshahi
মোঃ আলতাফ হোসেন মোল্লা,56,BSP,একতারা,,Rajshahi-5,Rajshahi,Rajshahi
মোঃ ইসফা খায়রুল হক,56,Independent,ঘোড়া,,Rajshahi-5,Rajshahi,Rajshahi
মোঃ রায়হান কাওসার,56,Independent,মোটর সাইকেল,,Rajshahi-5,Rajshahi,Rajshahi
রেজাউল করিম,56,Independent,ফুটবল,,Rajshahi-5,Rajshahi,Rajshahi
মোঃ রুহুল আমিন,56,Islami Andolan Bangladesh,হাতপাখা,IAB,Rajshahi-5,Rajshahi,Rajshahi
মনজুর রহমান,56,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Rajshahi-5,Rajshahi,Rajshahi
মোঃ আবু সাইদ চাঁদ,57,BNP,ধানের শীষ,BNP,Rajshahi-6,Rajshahi,Rajshahi
মোঃ আব্দুস সালাম সুরুজ,57,Islami Andolan Bangladesh,হাতপাখা,IAB,Rajshahi-6,Rajshahi,Rajshahi
মোঃ নাজমুল হক,57,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Rajshahi-6,Rajshahi,Rajshahi
মোঃ ইকবাল হোসেন,57,JaPa,লাঙ্গল,JaPa,Rajshahi-6,Rajshahi,Rajshahi
ফারজানা শারমীন,58,BNP,ধানের শীষ,BNP,Natore-1,Natore,Rajshahi
মোঃ সেন্টু আলী,58,Ganosamhati Andolon (Saki),মাথাল,,Natore-1,Natore,Rajshahi
মোঃ মেহেদী হাসান,58,GOP (Nuru),ট্রাক,,Natore-1,Natore,Rajshahi
মোহাম্মদ ইয়াসির আরশাদ,58,Independent,ঘোড়া,,Natore-1,Natore,Rajshahi
মোঃ তাইফুল ইসলাম টিপু,58,Independent,কলস,,Natore-1,Natore,Rajshahi
মোঃ মোয়াজ্জেম হোসেন,58,Independent,হরিণ,,Natore-1,Natore,Rajshahi
মোঃ আব্দুল্লাহিল বাকী,58,Islami Andolan Bangladesh,হাতপাখা,IAB,Natore-1,Natore,Rajshahi
মোঃ আবুল কালাম আজাদ,58,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Natore-1,Natore,Rajshahi
মোঃ আনছার আলী,58,Revolutionary Workers Party of Bangladesh,কোদাল,,Natore-1,Natore,Rajshahi
এম রুহুল কুদ্দুস তালুকদার দুলু,59,BNP,ধানের শীষ,BNP,Natore-2,Natore,Rajshahi
তাহামিদা ইসলাম তানিয়া,59,Ganosamhati Andolon (Saki),মাথাল,,Natore-2,Natore,Rajshahi
ড. মোঃ নূরন্নবী মৃধা,59,Independent,ফুটবল,,Natore-2,Natore,Rajshahi
মোহাম্মদ আলী সিদ্দিকী,59,Islami Andolan Bangladesh,হাতপাখা,IAB,Natore-2,Natore,Rajshahi
মোঃ ইউনুস আলী,59,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Natore-2,Natore,Rajshahi
মোঃ রকিব উদ্দিন (কমল),59,JaPa,লাঙ্গল,JaPa,Natore-2,Natore,Rajshahi
মোঃ আনোয়ারুল ইসলাম,60,BNP,ধানের শীষ,BNP,Natore-3,Natore,Rajshahi
মোঃ দাউদার মাহমুদ,60,Independent,ঘোড়া,,Natore-3,Natore,Rajshahi
মোঃ খলিলুর রহমান,60,Islami Andolan Bangladesh,হাতপাখা,IAB,Natore-3,Natore,Rajshahi
মোঃ আশীক ইকবাল,60,JaPa,লাঙ্গল,JaPa,Natore-3,Natore,Rajshahi
এসএমজার্জিস কাদির,60,NCP,শাপলা কলি,Jamaat-NCP,Natore-3,Natore,Rajshahi
মোঃ মোকছেদুল মোমিন,61,AB Party,ঈগল,,Natore-4,Natore,Rajshahi
মোঃ আব্দুল আজিজ,61,BNP,ধানের শীষ,BNP,Natore-4,Natore,Rajshahi
মাওলানা এমদাদুল্লাহ,61,Islami Andolan Bangladesh,হাতপাখা,IAB,Natore-4,Natore,Rajshahi
মোঃ আব্দুল হাকিম,61,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Natore-4,Natore,Rajshahi
এম ইউসুফ আহমদ,61,JaPa,লাঙ্গল,JaPa,Natore-4,Natore,Rajshahi
মোঃ সেলিম রেজা,62,BNP,ধানের শীষ,BNP,Sirajganj-1,Sirajganj,Rajshahi
মোছাঃ মল্লিকা খাতুন,62,GOP (Nuru),ট্রাক,,Sirajganj-1,Sirajganj,Rajshahi
মোঃ আব্দুস সবুর,62,Independent,ঘোড়া,,Sirajganj-1,Sirajganj,Rajshahi
মোঃ শাহিনুর আলম,62,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Sirajganj-1,Sirajganj,Rajshahi
মোঃ জহুরুল ইসলাম,62,JaPa,লাঙ্গল,JaPa,Sirajganj-1,Sirajganj,Rajshahi
মোঃ নাজমুস সাকিব,62,Nagorik Oikko,কেটলি,,Sirajganj-1,Sirajganj,Rajshahi
এস এম আব্দুল্লাহ আল মামুন,63,BaSaD,মই,,Sirajganj-2,Sirajganj,Rajshahi
ইকবাল হাসান মাহ্‌মুদ,63,BNP,ধানের শীষ,BNP,Sirajganj-2,Sirajganj,Rajshahi
মোঃ আনোয়ার হোসেন,63,CPB,কাস্তে,,Sirajganj-2,Sirajganj,Rajshahi
